order_id,order_date,order_month,order_status,customer_id,country,product_id,product_name,category,brand,supplier_id,supplier_name,quantity,unit_price,revenue,cost_price,selling_price,margin,margin_percentage,stock_quantity,stock_status,delivery_days,reliability_score
101,2025-10-03,2025-10,Completed,1103,France,43,Makeup Mirror 1,Beauty,BeautyPro,6,BeautyPro Trade,1,105.55,105.55,59.62,105.55,45.93,0.4351,12,Low Stock,2,4.7
101,2025-10-03,2025-10,Completed,1103,France,63,Monitor Stand 7,Office,OfficePlus,7,OfficePlus Vendor,3,35.52,106.56,26.13,36.24,10.11,0.279,60,Medium Stock,5,4.2
102,2025-10-04,2025-10,Returned,1089,Netherlands,48,Makeup Mirror 6,Beauty,BeautyPro,6,BeautyPro Trade,3,93.7,281.1,72.68,98.63,25.95,0.2631,8,Low Stock,2,4.7
102,2025-10-04,2025-10,Returned,1089,Netherlands,98,Night Light 14,Kids,KidsWorld,9,KidsWorld Source,2,136.7,273.4,76.25,139.49,63.24,0.4534,150,High Stock,8,3.8
102,2025-10-04,2025-10,Returned,1089,Netherlands,18,Wall Shelf 4,Home,HomeStyle,4,HomeStyle Distribution,1,31.34,31.34,20.95,32.99,12.04,0.365,120,High Stock,4,4.5
103,2025-10-05,2025-10,Returned,1080,Austria,24,Storage Box 10,Home,HomeStyle,4,HomeStyle Distribution,2,74.2,148.4,56.02,74.2,18.18,0.245,150,High Stock,4,4.5
104,2025-10-07,2025-10,Returned,1055,Netherlands,25,Wall Shelf 11,Home,HomeStyle,4,HomeStyle Distribution,2,92.15,184.3,62.64,92.15,29.51,0.3202,40,Medium Stock,4,4.5
104,2025-10-07,2025-10,Returned,1055,Netherlands,32,Jump Rope 4,Fitness,UrbanFit,5,UrbanFit Partners,2,122.33,244.66,66.2,124.83,58.63,0.4697,150,High Stock,7,3.9
104,2025-10-07,2025-10,Returned,1055,Netherlands,68,Notebook Set 12,Office,OfficePlus,7,OfficePlus Vendor,2,104.58,209.16,67.59,110.08,42.49,0.386,18,Low Stock,5,4.2
104,2025-10-07,2025-10,Returned,1055,Netherlands,15,Wall Shelf 1,Home,HomeStyle,4,HomeStyle Distribution,2,131.96,263.92,79.21,131.96,52.75,0.3997,150,High Stock,4,4.5
105,2025-10-07,2025-10,Returned,1167,France,61,Notebook Set 5,Office,OfficePlus,7,OfficePlus Vendor,3,86.95,260.85,55.09,88.72,33.63,0.3791,12,Low Stock,5,4.2
105,2025-10-07,2025-10,Returned,1167,France,27,Desk Lamp 13,Home,HomeStyle,4,HomeStyle Distribution,2,55.69,111.38,43.08,56.83,13.75,0.2419,40,Medium Stock,4,4.5
105,2025-10-07,2025-10,Returned,1167,France,43,Makeup Mirror 1,Beauty,BeautyPro,6,BeautyPro Trade,3,105.55,316.65,59.62,105.55,45.93,0.4351,12,Low Stock,2,4.7
105,2025-10-07,2025-10,Returned,1167,France,46,Face Cleanser 4,Beauty,BeautyPro,6,BeautyPro Trade,1,15.86,15.86,8.79,16.7,7.91,0.4737,8,Low Stock,2,4.7
106,2025-10-08,2025-10,Completed,1164,Germany,25,Wall Shelf 11,Home,HomeStyle,4,HomeStyle Distribution,1,92.15,92.15,62.64,92.15,29.51,0.3202,40,Medium Stock,4,4.5
107,2025-10-09,2025-10,Cancelled,1069,Germany,35,Resistance Band 7,Fitness,UrbanFit,5,UrbanFit Partners,3,88.25,264.75,58.47,88.25,29.78,0.3375,60,Medium Stock,7,3.9
107,2025-10-09,2025-10,Cancelled,1069,Germany,28,Desk Lamp 14,Home,HomeStyle,4,HomeStyle Distribution,1,28.16,28.16,16.46,28.73,12.27,0.4271,150,High Stock,4,4.5
107,2025-10-09,2025-10,Cancelled,1069,Germany,5,Bluetooth Speaker 5,Electronics,TechNova,1,TechNova Supplies,3,55.36,166.08,38.69,55.36,16.67,0.3011,8,Low Stock,3,4.8
107,2025-10-09,2025-10,Cancelled,1069,Germany,29,Yoga Mat 1,Fitness,UrbanFit,5,UrbanFit Partners,3,76.68,230.04,49.92,78.25,28.33,0.362,12,Low Stock,7,3.9
108,2025-10-10,2025-10,Returned,1011,Austria,6,Bluetooth Speaker 6,Electronics,TechNova,1,TechNova Supplies,2,80.17,160.34,57.36,84.39,27.03,0.3203,18,Low Stock,3,4.8
109,2025-10-10,2025-10,Cancelled,1061,Spain,27,Desk Lamp 13,Home,HomeStyle,4,HomeStyle Distribution,2,56.83,113.66,43.08,56.83,13.75,0.2419,40,Medium Stock,4,4.5
109,2025-10-10,2025-10,Cancelled,1061,Spain,42,Jump Rope 14,Fitness,UrbanFit,5,UrbanFit Partners,2,87.9,175.8,69.79,89.69,19.9,0.2219,12,Low Stock,7,3.9
109,2025-10-10,2025-10,Cancelled,1061,Spain,41,Yoga Mat 13,Fitness,UrbanFit,5,UrbanFit Partners,3,18.78,56.34,12.27,18.78,6.51,0.3466,90,High Stock,7,3.9
109,2025-10-10,2025-10,Cancelled,1061,Spain,49,Body Lotion 7,Beauty,BeautyPro,6,BeautyPro Trade,1,131.13,131.13,74.49,131.13,56.64,0.4319,40,Medium Stock,2,4.7
110,2025-10-11,2025-10,Returned,1020,Italy,6,Bluetooth Speaker 6,Electronics,TechNova,1,TechNova Supplies,1,84.39,84.39,57.36,84.39,27.03,0.3203,18,Low Stock,3,4.8
110,2025-10-11,2025-10,Returned,1020,Italy,48,Makeup Mirror 6,Beauty,BeautyPro,6,BeautyPro Trade,3,96.66,289.98,72.68,98.63,25.95,0.2631,8,Low Stock,2,4.7
110,2025-10-11,2025-10,Returned,1020,Italy,20,Air Humidifier 6,Home,HomeStyle,4,HomeStyle Distribution,1,107.03,107.03,72.34,109.21,36.87,0.3376,25,Medium Stock,4,4.5
110,2025-10-11,2025-10,Returned,1020,Italy,27,Desk Lamp 13,Home,HomeStyle,4,HomeStyle Distribution,3,55.69,167.07,43.08,56.83,13.75,0.2419,40,Medium Stock,4,4.5
111,2025-10-11,2025-10,Completed,1143,Germany,71,Bamboo Cutlery 1,Green Living,EcoTrend,8,EcoTrend Supply,3,128.79,386.37,78.04,135.57,57.53,0.4244,25,Medium Stock,6,4.3
111,2025-10-11,2025-10,Completed,1143,Germany,1,Wireless Mouse 1,Electronics,TechNova,1,TechNova Supplies,3,9.83,29.49,6.88,9.83,2.95,0.3001,25,Medium Stock,3,4.8
112,2025-10-12,2025-10,Completed,1169,Italy,42,Jump Rope 14,Fitness,UrbanFit,5,UrbanFit Partners,1,89.69,89.69,69.79,89.69,19.9,0.2219,12,Low Stock,7,3.9
112,2025-10-12,2025-10,Completed,1169,Italy,43,Makeup Mirror 1,Beauty,BeautyPro,6,BeautyPro Trade,3,103.44,310.32,59.62,105.55,45.93,0.4351,12,Low Stock,2,4.7
112,2025-10-12,2025-10,Completed,1169,Italy,26,Desk Lamp 12,Home,HomeStyle,4,HomeStyle Distribution,2,71.53,143.06,39.03,72.99,33.96,0.4653,40,Medium Stock,4,4.5
113,2025-10-14,2025-10,Cancelled,1116,Germany,15,Wall Shelf 1,Home,HomeStyle,4,HomeStyle Distribution,1,131.96,131.96,79.21,131.96,52.75,0.3997,150,High Stock,4,4.5
113,2025-10-14,2025-10,Cancelled,1116,Germany,15,Wall Shelf 1,Home,HomeStyle,4,HomeStyle Distribution,3,131.96,395.88,79.21,131.96,52.75,0.3997,150,High Stock,4,4.5
113,2025-10-14,2025-10,Cancelled,1116,Germany,75,Reusable Bottle 5,Green Living,EcoTrend,8,EcoTrend Supply,1,91.93,91.93,69.39,96.77,27.38,0.2829,120,High Stock,6,4.3
114,2025-10-14,2025-10,Cancelled,1156,Germany,30,Foam Roller 2,Fitness,UrbanFit,5,UrbanFit Partners,1,126.95,126.95,70.9,126.95,56.05,0.4415,40,Medium Stock,7,3.9
114,2025-10-14,2025-10,Cancelled,1156,Germany,22,Desk Lamp 8,Home,HomeStyle,4,HomeStyle Distribution,2,98.19,196.38,64.41,98.19,33.78,0.344,12,Low Stock,4,4.5
115,2025-10-14,2025-10,Completed,1146,Netherlands,30,Foam Roller 2,Fitness,UrbanFit,5,UrbanFit Partners,2,120.6,241.2,70.9,126.95,56.05,0.4415,40,Medium Stock,7,3.9
115,2025-10-14,2025-10,Completed,1146,Netherlands,49,Body Lotion 7,Beauty,BeautyPro,6,BeautyPro Trade,2,131.13,262.26,74.49,131.13,56.64,0.4319,40,Medium Stock,2,4.7
115,2025-10-14,2025-10,Completed,1146,Netherlands,9,Wireless Mouse 9,Electronics,TechNova,1,TechNova Supplies,3,114.33,342.99,77.98,116.66,38.68,0.3316,150,High Stock,3,4.8
115,2025-10-14,2025-10,Completed,1146,Netherlands,30,Foam Roller 2,Fitness,UrbanFit,5,UrbanFit Partners,3,124.41,373.23,70.9,126.95,56.05,0.4415,40,Medium Stock,7,3.9
116,2025-10-20,2025-10,Completed,1052,Austria,42,Jump Rope 14,Fitness,UrbanFit,5,UrbanFit Partners,1,89.69,89.69,69.79,89.69,19.9,0.2219,12,Low Stock,7,3.9
117,2025-10-20,2025-10,Completed,1095,France,87,Drawing Kit 3,Kids,KidsWorld,9,KidsWorld Source,3,73.96,221.88,51.16,73.96,22.8,0.3083,150,High Stock,8,3.8
117,2025-10-20,2025-10,Completed,1095,France,16,Wall Shelf 2,Home,HomeStyle,4,HomeStyle Distribution,2,119.67,239.34,68.21,119.67,51.46,0.43,25,Medium Stock,4,4.5
118,2025-10-20,2025-10,Processing,1031,Austria,24,Storage Box 10,Home,HomeStyle,4,HomeStyle Distribution,2,70.49,140.98,56.02,74.2,18.18,0.245,150,High Stock,4,4.5
118,2025-10-20,2025-10,Processing,1031,Austria,25,Wall Shelf 11,Home,HomeStyle,4,HomeStyle Distribution,2,87.54,175.08,62.64,92.15,29.51,0.3202,40,Medium Stock,4,4.5
118,2025-10-20,2025-10,Processing,1031,Austria,43,Makeup Mirror 1,Beauty,BeautyPro,6,BeautyPro Trade,1,103.44,103.44,59.62,105.55,45.93,0.4351,12,Low Stock,2,4.7
118,2025-10-20,2025-10,Processing,1031,Austria,23,Air Humidifier 9,Home,HomeStyle,4,HomeStyle Distribution,2,77.23,154.46,49.69,77.23,27.54,0.3566,40,Medium Stock,4,4.5
119,2025-10-21,2025-10,Completed,1140,Netherlands,37,Resistance Band 9,Fitness,UrbanFit,5,UrbanFit Partners,2,61.64,123.28,49.13,61.64,12.51,0.203,8,Low Stock,7,3.9
119,2025-10-21,2025-10,Completed,1140,Netherlands,62,Desk Organizer 6,Office,OfficePlus,7,OfficePlus Vendor,3,43.13,129.39,24.83,45.4,20.57,0.4531,150,High Stock,5,4.2
119,2025-10-21,2025-10,Completed,1140,Netherlands,53,Face Cleanser 11,Beauty,BeautyPro,6,BeautyPro Trade,1,76.5,76.5,55.64,78.06,22.42,0.2872,12,Low Stock,2,4.7
119,2025-10-21,2025-10,Completed,1140,Netherlands,30,Foam Roller 2,Fitness,UrbanFit,5,UrbanFit Partners,2,126.95,253.9,70.9,126.95,56.05,0.4415,40,Medium Stock,7,3.9
120,2025-10-21,2025-10,Completed,1143,France,72,Lunch Box 2,Green Living,EcoTrend,8,EcoTrend Supply,1,139.0,139.0,78.22,139.0,60.78,0.4373,90,High Stock,6,4.3
121,2025-10-21,2025-10,Completed,1130,Austria,39,Resistance Band 11,Fitness,UrbanFit,5,UrbanFit Partners,1,40.53,40.53,25.89,40.53,14.64,0.3612,150,High Stock,7,3.9
121,2025-10-21,2025-10,Completed,1130,Austria,38,Yoga Mat 10,Fitness,UrbanFit,5,UrbanFit Partners,2,129.24,258.48,72.91,131.88,58.97,0.4471,12,Low Stock,7,3.9
121,2025-10-21,2025-10,Completed,1130,Austria,3,USB-C Hub 3,Electronics,TechNova,1,TechNova Supplies,1,9.48,9.48,7.38,9.67,2.29,0.2368,25,Medium Stock,3,4.8
122,2025-10-23,2025-10,Completed,1057,Austria,96,Puzzle Set 12,Kids,KidsWorld,9,KidsWorld Source,3,82.11,246.33,46.81,86.43,39.62,0.4584,12,Low Stock,8,3.8
123,2025-10-23,2025-10,Completed,1019,Austria,8,Smart Plug 8,Electronics,TechNova,1,TechNova Supplies,1,89.23,89.23,50.28,89.23,38.95,0.4365,120,High Stock,3,4.8
123,2025-10-23,2025-10,Completed,1019,Austria,15,Wall Shelf 1,Home,HomeStyle,4,HomeStyle Distribution,3,125.36,376.08,79.21,131.96,52.75,0.3997,150,High Stock,4,4.5
123,2025-10-23,2025-10,Completed,1019,Austria,4,Wireless Mouse 4,Electronics,TechNova,1,TechNova Supplies,3,80.78,242.34,47.09,80.78,33.69,0.4171,150,High Stock,3,4.8
123,2025-10-23,2025-10,Completed,1019,Austria,47,Hair Dryer 5,Beauty,BeautyPro,6,BeautyPro Trade,1,26.8,26.8,17.47,27.35,9.88,0.3612,25,Medium Stock,2,4.7
124,2025-10-23,2025-10,Processing,1135,Netherlands,14,Bluetooth Speaker 14,Electronics,TechNova,1,TechNova Supplies,2,63.5,127.0,45.06,63.5,18.44,0.2904,120,High Stock,3,4.8
124,2025-10-23,2025-10,Processing,1135,Netherlands,11,Bluetooth Speaker 11,Electronics,TechNova,1,TechNova Supplies,2,119.06,238.12,62.98,119.06,56.08,0.471,25,Medium Stock,3,4.8
124,2025-10-23,2025-10,Processing,1135,Netherlands,6,Bluetooth Speaker 6,Electronics,TechNova,1,TechNova Supplies,2,84.39,168.78,57.36,84.39,27.03,0.3203,18,Low Stock,3,4.8
124,2025-10-23,2025-10,Processing,1135,Netherlands,7,Smart Plug 7,Electronics,TechNova,1,TechNova Supplies,3,18.02,54.06,12.67,18.97,6.3,0.3321,60,Medium Stock,3,4.8
125,2025-10-25,2025-10,Completed,1129,Germany,42,Jump Rope 14,Fitness,UrbanFit,5,UrbanFit Partners,2,85.21,170.42,69.79,89.69,19.9,0.2219,12,Low Stock,7,3.9
125,2025-10-25,2025-10,Completed,1129,Germany,51,Face Cleanser 9,Beauty,BeautyPro,6,BeautyPro Trade,2,78.65,157.3,61.1,78.65,17.55,0.2231,120,High Stock,2,4.7
125,2025-10-25,2025-10,Completed,1129,Germany,26,Desk Lamp 12,Home,HomeStyle,4,HomeStyle Distribution,2,72.99,145.98,39.03,72.99,33.96,0.4653,40,Medium Stock,4,4.5
125,2025-10-25,2025-10,Completed,1129,Germany,33,Resistance Band 5,Fitness,UrbanFit,5,UrbanFit Partners,3,22.81,68.43,14.63,22.81,8.18,0.3586,150,High Stock,7,3.9
126,2025-10-26,2025-10,Cancelled,1166,France,51,Face Cleanser 9,Beauty,BeautyPro,6,BeautyPro Trade,1,77.08,77.08,61.1,78.65,17.55,0.2231,120,High Stock,2,4.7
126,2025-10-26,2025-10,Cancelled,1166,France,2,Wireless Mouse 2,Electronics,TechNova,1,TechNova Supplies,1,96.92,96.92,55.75,102.02,46.27,0.4535,12,Low Stock,3,4.8
126,2025-10-26,2025-10,Cancelled,1166,France,21,Air Humidifier 7,Home,HomeStyle,4,HomeStyle Distribution,2,15.14,30.28,11.82,15.14,3.32,0.2193,12,Low Stock,4,4.5
126,2025-10-26,2025-10,Cancelled,1166,France,93,Toy Basket 9,Kids,KidsWorld,9,KidsWorld Source,3,110.26,330.78,71.46,116.06,44.6,0.3843,90,High Stock,8,3.8
127,2025-10-27,2025-10,Completed,1034,Italy,41,Yoga Mat 13,Fitness,UrbanFit,5,UrbanFit Partners,2,17.84,35.68,12.27,18.78,6.51,0.3466,90,High Stock,7,3.9
128,2025-10-27,2025-10,Completed,1126,Austria,16,Wall Shelf 2,Home,HomeStyle,4,HomeStyle Distribution,2,119.67,239.34,68.21,119.67,51.46,0.43,25,Medium Stock,4,4.5
128,2025-10-27,2025-10,Completed,1126,Austria,36,Jump Rope 8,Fitness,UrbanFit,5,UrbanFit Partners,1,19.66,19.66,14.08,19.66,5.58,0.2838,60,Medium Stock,7,3.9
128,2025-10-27,2025-10,Completed,1126,Austria,22,Desk Lamp 8,Home,HomeStyle,4,HomeStyle Distribution,3,98.19,294.57,64.41,98.19,33.78,0.344,12,Low Stock,4,4.5
129,2025-10-27,2025-10,Processing,1123,Italy,37,Resistance Band 9,Fitness,UrbanFit,5,UrbanFit Partners,2,60.41,120.82,49.13,61.64,12.51,0.203,8,Low Stock,7,3.9
129,2025-10-27,2025-10,Processing,1123,Italy,8,Smart Plug 8,Electronics,TechNova,1,TechNova Supplies,1,89.23,89.23,50.28,89.23,38.95,0.4365,120,High Stock,3,4.8
130,2025-10-28,2025-10,Completed,1152,Italy,8,Smart Plug 8,Electronics,TechNova,1,TechNova Supplies,2,89.23,178.46,50.28,89.23,38.95,0.4365,120,High Stock,3,4.8
131,2025-10-28,2025-10,Completed,1116,France,9,Wireless Mouse 9,Electronics,TechNova,1,TechNova Supplies,3,116.66,349.98,77.98,116.66,38.68,0.3316,150,High Stock,3,4.8
131,2025-10-28,2025-10,Completed,1116,France,85,Night Light 1,Kids,KidsWorld,9,KidsWorld Source,3,80.44,241.32,55.02,80.44,25.42,0.316,40,Medium Stock,8,3.8
132,2025-10-28,2025-10,Completed,1024,Germany,56,Body Lotion 14,Beauty,BeautyPro,6,BeautyPro Trade,3,58.49,175.47,34.68,58.49,23.81,0.4071,40,Medium Stock,2,4.7
133,2025-10-29,2025-10,Completed,1056,Austria,10,Smart Plug 10,Electronics,TechNova,1,TechNova Supplies,3,78.38,235.14,48.3,82.5,34.2,0.4145,8,Low Stock,3,4.8
133,2025-10-29,2025-10,Completed,1056,Austria,12,Wireless Mouse 12,Electronics,TechNova,1,TechNova Supplies,3,49.17,147.51,33.51,51.76,18.25,0.3526,60,Medium Stock,3,4.8
133,2025-10-29,2025-10,Completed,1056,Austria,56,Body Lotion 14,Beauty,BeautyPro,6,BeautyPro Trade,3,57.32,171.96,34.68,58.49,23.81,0.4071,40,Medium Stock,2,4.7
133,2025-10-29,2025-10,Completed,1056,Austria,10,Smart Plug 10,Electronics,TechNova,1,TechNova Supplies,1,80.85,80.85,48.3,82.5,34.2,0.4145,8,Low Stock,3,4.8
134,2025-10-29,2025-10,Completed,1127,Italy,15,Wall Shelf 1,Home,HomeStyle,4,HomeStyle Distribution,2,131.96,263.92,79.21,131.96,52.75,0.3997,150,High Stock,4,4.5
134,2025-10-29,2025-10,Completed,1127,Italy,90,Drawing Kit 6,Kids,KidsWorld,9,KidsWorld Source,3,74.15,222.45,54.41,78.05,23.64,0.3029,60,Medium Stock,8,3.8
134,2025-10-29,2025-10,Completed,1127,Italy,16,Wall Shelf 2,Home,HomeStyle,4,HomeStyle Distribution,2,117.28,234.56,68.21,119.67,51.46,0.43,25,Medium Stock,4,4.5
134,2025-10-29,2025-10,Completed,1127,Italy,49,Body Lotion 7,Beauty,BeautyPro,6,BeautyPro Trade,2,131.13,262.26,74.49,131.13,56.64,0.4319,40,Medium Stock,2,4.7
135,2025-10-29,2025-10,Processing,1046,France,94,Toy Basket 10,Kids,KidsWorld,9,KidsWorld Source,2,38.28,76.56,23.3,39.06,15.76,0.4035,8,Low Stock,8,3.8
136,2025-10-29,2025-10,Completed,1038,Germany,25,Wall Shelf 11,Home,HomeStyle,4,HomeStyle Distribution,1,92.15,92.15,62.64,92.15,29.51,0.3202,40,Medium Stock,4,4.5
136,2025-10-29,2025-10,Completed,1038,Germany,2,Wireless Mouse 2,Electronics,TechNova,1,TechNova Supplies,2,99.98,199.96,55.75,102.02,46.27,0.4535,12,Low Stock,3,4.8
136,2025-10-29,2025-10,Completed,1038,Germany,16,Wall Shelf 2,Home,HomeStyle,4,HomeStyle Distribution,3,119.67,359.01,68.21,119.67,51.46,0.43,25,Medium Stock,4,4.5
136,2025-10-29,2025-10,Completed,1038,Germany,68,Notebook Set 12,Office,OfficePlus,7,OfficePlus Vendor,3,110.08,330.24,67.59,110.08,42.49,0.386,18,Low Stock,5,4.2
137,2025-10-31,2025-10,Returned,1163,Italy,72,Lunch Box 2,Green Living,EcoTrend,8,EcoTrend Supply,3,132.05,396.15,78.22,139.0,60.78,0.4373,90,High Stock,6,4.3
137,2025-10-31,2025-10,Returned,1163,Italy,60,Desk Organizer 4,Office,OfficePlus,7,OfficePlus Vendor,2,60.69,121.38,37.86,60.69,22.83,0.3762,40,Medium Stock,5,4.2
137,2025-10-31,2025-10,Returned,1163,Italy,7,Smart Plug 7,Electronics,TechNova,1,TechNova Supplies,2,18.97,37.94,12.67,18.97,6.3,0.3321,60,Medium Stock,3,4.8
137,2025-10-31,2025-10,Returned,1163,Italy,63,Monitor Stand 7,Office,OfficePlus,7,OfficePlus Vendor,3,34.43,103.29,26.13,36.24,10.11,0.279,60,Medium Stock,5,4.2
138,2025-10-31,2025-10,Completed,1064,Netherlands,81,Compost Bin 11,Green Living,EcoTrend,8,EcoTrend Supply,2,71.3,142.6,37.73,71.3,33.57,0.4708,12,Low Stock,6,4.3
138,2025-10-31,2025-10,Completed,1064,Netherlands,43,Makeup Mirror 1,Beauty,BeautyPro,6,BeautyPro Trade,2,105.55,211.1,59.62,105.55,45.93,0.4351,12,Low Stock,2,4.7
139,2025-11-01,2025-11,Completed,1007,Italy,85,Night Light 1,Kids,KidsWorld,9,KidsWorld Source,1,80.44,80.44,55.02,80.44,25.42,0.316,40,Medium Stock,8,3.8
140,2025-11-01,2025-11,Processing,1154,Italy,67,Pen Kit 11,Office,OfficePlus,7,OfficePlus Vendor,2,59.15,118.3,47.07,62.26,15.19,0.244,18,Low Stock,5,4.2
140,2025-11-01,2025-11,Processing,1154,Italy,49,Body Lotion 7,Beauty,BeautyPro,6,BeautyPro Trade,2,131.13,262.26,74.49,131.13,56.64,0.4319,40,Medium Stock,2,4.7
141,2025-11-01,2025-11,Completed,1018,Spain,41,Yoga Mat 13,Fitness,UrbanFit,5,UrbanFit Partners,2,18.4,36.8,12.27,18.78,6.51,0.3466,90,High Stock,7,3.9
141,2025-11-01,2025-11,Completed,1018,Spain,23,Air Humidifier 9,Home,HomeStyle,4,HomeStyle Distribution,2,73.37,146.74,49.69,77.23,27.54,0.3566,40,Medium Stock,4,4.5
141,2025-11-01,2025-11,Completed,1018,Spain,10,Smart Plug 10,Electronics,TechNova,1,TechNova Supplies,3,82.5,247.5,48.3,82.5,34.2,0.4145,8,Low Stock,3,4.8
142,2025-11-03,2025-11,Completed,1004,Germany,43,Makeup Mirror 1,Beauty,BeautyPro,6,BeautyPro Trade,2,105.55,211.1,59.62,105.55,45.93,0.4351,12,Low Stock,2,4.7
142,2025-11-03,2025-11,Completed,1004,Germany,21,Air Humidifier 7,Home,HomeStyle,4,HomeStyle Distribution,3,15.14,45.42,11.82,15.14,3.32,0.2193,12,Low Stock,4,4.5
142,2025-11-03,2025-11,Completed,1004,Germany,73,Lunch Box 3,Green Living,EcoTrend,8,EcoTrend Supply,2,83.89,167.78,60.24,88.31,28.07,0.3179,90,High Stock,6,4.3
143,2025-11-04,2025-11,Completed,1125,Netherlands,98,Night Light 14,Kids,KidsWorld,9,KidsWorld Source,2,139.49,278.98,76.25,139.49,63.24,0.4534,150,High Stock,8,3.8
143,2025-11-04,2025-11,Completed,1125,Netherlands,58,Notebook Set 2,Office,OfficePlus,7,OfficePlus Vendor,3,14.57,43.71,10.49,14.57,4.08,0.28,40,Medium Stock,5,4.2
143,2025-11-04,2025-11,Completed,1125,Netherlands,6,Bluetooth Speaker 6,Electronics,TechNova,1,TechNova Supplies,2,84.39,168.78,57.36,84.39,27.03,0.3203,18,Low Stock,3,4.8
144,2025-11-04,2025-11,Completed,1178,Austria,19,Wall Shelf 5,Home,HomeStyle,4,HomeStyle Distribution,1,25.49,25.49,15.47,26.83,11.36,0.4234,150,High Stock,4,4.5
144,2025-11-04,2025-11,Completed,1178,Austria,7,Smart Plug 7,Electronics,TechNova,1,TechNova Supplies,2,18.97,37.94,12.67,18.97,6.3,0.3321,60,Medium Stock,3,4.8
144,2025-11-04,2025-11,Completed,1178,Austria,48,Makeup Mirror 6,Beauty,BeautyPro,6,BeautyPro Trade,3,93.7,281.1,72.68,98.63,25.95,0.2631,8,Low Stock,2,4.7
145,2025-11-04,2025-11,Completed,1162,Spain,60,Desk Organizer 4,Office,OfficePlus,7,OfficePlus Vendor,3,60.69,182.07,37.86,60.69,22.83,0.3762,40,Medium Stock,5,4.2
145,2025-11-04,2025-11,Completed,1162,Spain,82,Lunch Box 12,Green Living,EcoTrend,8,EcoTrend Supply,3,41.23,123.69,24.1,41.23,17.13,0.4155,8,Low Stock,6,4.3
145,2025-11-04,2025-11,Completed,1162,Spain,29,Yoga Mat 1,Fitness,UrbanFit,5,UrbanFit Partners,3,74.34,223.02,49.92,78.25,28.33,0.362,12,Low Stock,7,3.9
146,2025-11-04,2025-11,Processing,1139,Italy,78,Compost Bin 8,Green Living,EcoTrend,8,EcoTrend Supply,2,49.55,99.1,31.34,49.55,18.21,0.3675,150,High Stock,6,4.3
146,2025-11-04,2025-11,Processing,1139,Italy,74,Lunch Box 4,Green Living,EcoTrend,8,EcoTrend Supply,1,43.18,43.18,25.01,44.06,19.05,0.4324,12,Low Stock,6,4.3
146,2025-11-04,2025-11,Processing,1139,Italy,21,Air Humidifier 7,Home,HomeStyle,4,HomeStyle Distribution,2,15.14,30.28,11.82,15.14,3.32,0.2193,12,Low Stock,4,4.5
147,2025-11-05,2025-11,Processing,1070,Austria,73,Lunch Box 3,Green Living,EcoTrend,8,EcoTrend Supply,1,88.31,88.31,60.24,88.31,28.07,0.3179,90,High Stock,6,4.3
147,2025-11-05,2025-11,Processing,1070,Austria,25,Wall Shelf 11,Home,HomeStyle,4,HomeStyle Distribution,1,92.15,92.15,62.64,92.15,29.51,0.3202,40,Medium Stock,4,4.5
147,2025-11-05,2025-11,Processing,1070,Austria,19,Wall Shelf 5,Home,HomeStyle,4,HomeStyle Distribution,2,26.83,53.66,15.47,26.83,11.36,0.4234,150,High Stock,4,4.5
147,2025-11-05,2025-11,Processing,1070,Austria,47,Hair Dryer 5,Beauty,BeautyPro,6,BeautyPro Trade,3,27.35,82.05,17.47,27.35,9.88,0.3612,25,Medium Stock,2,4.7
148,2025-11-06,2025-11,Processing,1082,Italy,21,Air Humidifier 7,Home,HomeStyle,4,HomeStyle Distribution,3,14.84,44.52,11.82,15.14,3.32,0.2193,12,Low Stock,4,4.5
149,2025-11-07,2025-11,Processing,1159,Spain,46,Face Cleanser 4,Beauty,BeautyPro,6,BeautyPro Trade,1,15.86,15.86,8.79,16.7,7.91,0.4737,8,Low Stock,2,4.7
149,2025-11-07,2025-11,Processing,1159,Spain,44,Hair Dryer 2,Beauty,BeautyPro,6,BeautyPro Trade,1,29.71,29.71,19.27,29.71,10.44,0.3514,90,High Stock,2,4.7
150,2025-11-07,2025-11,Processing,1000,Austria,40,Jump Rope 12,Fitness,UrbanFit,5,UrbanFit Partners,1,34.35,34.35,23.22,36.16,12.94,0.3579,90,High Stock,7,3.9
150,2025-11-07,2025-11,Processing,1000,Austria,25,Wall Shelf 11,Home,HomeStyle,4,HomeStyle Distribution,2,87.54,175.08,62.64,92.15,29.51,0.3202,40,Medium Stock,4,4.5
151,2025-11-07,2025-11,Completed,1100,Austria,38,Yoga Mat 10,Fitness,UrbanFit,5,UrbanFit Partners,3,125.29,375.87,72.91,131.88,58.97,0.4471,12,Low Stock,7,3.9
151,2025-11-07,2025-11,Completed,1100,Austria,43,Makeup Mirror 1,Beauty,BeautyPro,6,BeautyPro Trade,3,103.44,310.32,59.62,105.55,45.93,0.4351,12,Low Stock,2,4.7
152,2025-11-07,2025-11,Processing,1084,Germany,38,Yoga Mat 10,Fitness,UrbanFit,5,UrbanFit Partners,3,131.88,395.64,72.91,131.88,58.97,0.4471,12,Low Stock,7,3.9
152,2025-11-07,2025-11,Processing,1084,Germany,30,Foam Roller 2,Fitness,UrbanFit,5,UrbanFit Partners,2,126.95,253.9,70.9,126.95,56.05,0.4415,40,Medium Stock,7,3.9
